id,predicted_price
2591820310,389111.62
7974200820,797119.5
7701450110,1210011.5
9522300010,2262194.0
9510861140,731046.94
1761300310,251164.4
7732410120,814146.75
7010701383,636960.25
291310170,418610.62
4232901990,570605.56
6840701125,603556.1
3971700580,399146.25
4202400078,250013.1
6064800090,339633.4
2626119028,198165.97
3303980660,1070057.1
862000020,886482.5
2386000070,922789.56
1138000450,387797.66
1775800420,459769.12
2291401425,392658.78
2025770560,1095510.5
3525069037,734361.44
9324800450,610572.0
8080400136,532471.2
8651540040,504567.22
9407001790,254766.11
1773101530,235436.34
9432900250,333445.2
1794500695,597187.9
2220069003,338644.12
923000120,449606.1
5728000060,552826.5
16000200,251171.67
1926059094,473490.5
6672900220,995964.9
3629860060,776192.9
1822069109,419910.03
6675500105,369386.16
249000180,1832753.5
226059065,489606.4
396100110,295561.25
9264450460,338693.16
7853361210,389204.03
9474700020,258899.14
421000455,246374.22
3755200220,432354.94
7960100075,474742.88
9477100490,404134.0
9138100350,838957.8
1624049275,531985.56
2770606890,531446.94
1157200189,412641.88
2770601800,540672.25
9301300805,569766.25
2325069032,1119787.8
1021079099,312622.16
7215730040,760671.5
1853200080,480917.16
3224600340,699564.7
3222049120,413499.0
2113700025,278927.38
7893207925,221786.38
3586501085,522825.1
8024200010,397177.0
7116500705,177282.95
1598600209,298488.75
7204200025,955781.6
4206901505,561464.56
2937300440,918255.0
7205000180,353149.1
8718500665,376462.66
5318101765,931624.5
4122700020,960523.56
8078700020,527931.8
3303980680,929214.7
8924100372,1201994.2
2781270210,221442.17
519000043,535761.7
3225069301,1328875.6
151000075,717766.1
2297400020,439319.16
6617500085,677159.0
104510180,234708.38
3528900060,938321.7
3345100286,548540.25
1226039130,428375.66
8712100720,803442.94
3037200010,389315.22
3626039268,443171.78
104510230,241737.77
5112800060,409194.56
6072400280,656371.4
5317100570,1257789.1
9528102993,565883.4
2919201095,496694.03
6181400920,269186.38
185000161,243847.98
8691400010,733803.44
3345700165,549852.8
6151800486,226788.73
4340000080,1287574.8
4136960010,639067.6
3634100030,316103.88
1624059224,1000935.06
2788400090,259884.9
9828200762,449877.56
7524400250,575970.25
3528000290,733130.3
5700003630,2297002.2
2720069019,345585.94
7227501170,241499.02
2397101270,634083.7
6792100090,757206.1
2770602265,531566.44
3971700937,310397.12
422049203,224741.27
3076500830,336433.28
1423400260,292695.6
9161100795,450494.62
3126049052,503658.1
5100401468,404499.56
514500235,446143.16
1423200170,205830.48
1402100070,409967.5
624110020,707003.5
2407000145,210743.58
1890000225,905647.75
1320069271,329331.53
5490700085,358263.2
263000155,465827.22
3726800201,442039.6
5153200358,287593.2
2725079018,784548.44
7165700200,261084.19
9429000170,577130.2
8718500075,381853.1
1760650950,314669.84
1068000559,1173353.9
4113800500,639982.1
4077800507,522999.44
2725069150,711188.0
4008400035,679418.2
7016310270,392884.3
1432701230,231666.22
3278606050,343229.1
2473350710,408569.03
2185000685,205786.38
7792000025,306564.06
6868200029,490665.78
624069003,766693.8
7431500280,885452.0
3296000040,545623.7
1118001215,1563309.5
6453900040,671808.75
333100209,795891.0
34001765,566695.5
8946700100,377421.25
5561401210,538574.5
6671900095,366323.8
3275850020,711904.8
3876300600,419150.8
1450900020,264886.53
8562780280,309382.25
7663700973,316037.84
2126049032,387727.03
1823059159,183713.08
3438503426,287965.5
9297301495,561025.4
7140700850,371809.22
7942601805,692500.06
2555900030,365749.44
2887970040,262697.0
7419700010,638895.6
2239000011,382208.44
9283800050,321970.03
9407001340,298181.9
217500140,556335.1
7212660520,241578.14
3298201170,373012.22
3057000400,281503.78
6865200444,489538.4
6071600340,519166.06
6821600005,688861.25
1235100371,821364.56
7796450340,334194.84
3603000410,166653.36
9297300255,563923.3
9126100850,553814.4
2770601462,514794.1
2599001500,217193.75
1102000095,852541.8
1853080640,977823.2
9551201585,938133.6
3438500796,331122.6
7518504291,525842.06
9269200340,388871.72
715010130,1846905.2
1982201485,593328.5
9526500080,388484.47
9277200180,466195.47
6669150280,293870.7
8917100153,584478.6
3760500516,1217299.4
2725069050,942937.25
3332000091,321508.0
8562770080,578509.75
8151601190,261929.52
8563040160,594517.0
240000269,601909.25
4307350200,314238.5
1311910300,280192.94
3574900030,499940.3
7853230570,475321.6
320069049,375350.4
9839301060,640780.3
7011201333,696922.94
2781320100,277163.72
3421069120,446762.6
7852030320,410861.9
5316101075,2118458.5
5309100750,540942.44
629000730,762019.3
511700170,312597.03
1562100030,532904.6
2489200230,617850.56
524069116,507524.22
5315100737,1035252.56
1868900675,854833.1
1608000120,346572.62
705700240,353991.53
7575600610,271819.72
1778500015,734046.06
5423500240,192393.02
6713700025,357209.9
2734100734,357616.88
301402280,202930.58
2113700205,285642.2
4114601570,2678646.2
3332000615,305890.4
3630050180,341931.22
6852700520,550137.1
6870310010,638226.25
6163900981,321466.62
393000142,420591.7
1771100130,331015.8
1442860160,401041.78
9191200435,562481.75
6788200800,858288.4
1115300070,678852.0
3176600105,704857.9
2770604665,593041.75
5469500580,475115.56
5680000545,513496.38
3424089119,545367.9
1328300180,316764.44
1773100922,407753.47
4123830480,327183.47
9808610190,976677.4
4250200140,271687.6
4217402115,3060820.5
3831250350,385494.28
2397101055,827747.75
6817850110,802139.5
7526800200,586841.0
